year_start,year_end,author,score
1988,1992,松沢 幸一,0.20903010033444816
1988,1992,林田 晋策,0.3277591973244147
1988,1992,柳田 藤治,0.32608695652173914
1988,1992,桑平 秀夫,0.32608695652173914
1988,1992,森屋 和仁,0.20903010033444816
1988,1992,植田 浩行,0.20903010033444816
1988,1992,横森 洋一,0.3277591973244147
1988,1992,樫原 忠,0.20903010033444816
1988,1992,橋口 和典,0.20903010033444816
1988,1992,橋本 英明,0.20903010033444816
1988,1992,永見 憲三,0.32608695652173914
1988,1992,河村 傳兵衛,0.20903010033444816
1988,1992,浅野 行蔵,0.20903010033444816
1988,1992,浜地 正昭,0.3411371237458194
1988,1992,清水 健一,0.3277591973244147
1988,1992,渋谷 泰子,0.32608695652173914
1988,1992,渡辺 正平,0.33444816053511706
1988,1992,渡辺 誠,0.20903010033444816
1988,1992,澤 潤一,0.20903010033444816
1988,1992,片山 悠紀,0.20903010033444816
1988,1992,狩野 幸信,0.32608695652173914
1988,1992,田中 準浩,0.32608695652173914
1988,1992,田中 英三,0.20903010033444816
1988,1992,田仁 祥信,0.3277591973244147
1988,1992,田代 道夫,0.3294314381270903
1988,1992,皆川 憲夫,0.20903010033444816
1988,1992,相川 元庸,0.20903010033444816
1988,1992,矢野 幸男,0.32608695652173914
1988,1992,石井 良彦,0.20903010033444816
1988,1992,石原 和夫,0.32608695652173914
1988,1992,石川 雄章,0.23244147157190634
1988,1992,神田 晃敬,0.33277591973244147
1988,1992,福井 宣之,0.20903010033444816
1988,1992,福井 靖彦,0.20903010033444816
1988,1992,福田 和郎,0.20903010033444816
1988,1992,秋山 いずみ,0.20903010033444816
1988,1992,秋山 裕一,0.32608695652173914
1988,1992,竹村 成三,0.3294314381270903
1988,1992,羽田 輝美,0.32608695652173914
1988,1992,舟橋 章,0.32608695652173914
1988,1992,菊池 修平,0.20903010033444816
1988,1992,蓼沼 誠,0.3394648829431438
1988,1992,藤岡 浩,0.20903010033444816
1988,1992,藪内 精三,0.32608695652173914
1988,1992,西川 仁,0.20903010033444816
1988,1992,赤澤 晃,0.20903010033444816
1988,1992,越智 百合子,0.20903010033444816
1988,1992,近藤 洋大,0.21739130434782608
1988,1992,野村 隆治,0.20903010033444816
1988,1992,金田 弘挙,0.32608695652173914
1988,1992,鈴木 文江,0.20903010033444816
1988,1992,雨宮 秀仁,0.21070234113712374
1988,1992,飯盛 直喜,0.20903010033444816
1988,1992,飯野 修一,0.3311036789297659
1988,1992,館 博,0.20903010033444816
1988,1992,高山 卓美,0.20903010033444816
1988,1992,高橋 利郎,0.3294314381270903
1988,1992,高橋 咲雄,0.20903010033444816
1988,1992,高橋 康次郎,0.3394648829431438
1988,1992,高橋 順子,0.32608695652173914
1988,1992,一瀬 英志,0.008361204013377926
1988,1992,小川 喜八郎,0.018394648829431436
1988,1992,平原 敏幸,0.008361204013377926
1988,1992,幸 賢二,0.011705685618729096
1988,1992,片渕 勇敬,0.010033444816053512
1988,1992,藤井 昇,0.008361204013377926
1988,1992,一花 薫,0.0016722408026755853
1988,1992,冨狭 泰,0.0016722408026755853
1988,1992,三森 智子,0.20903010033444816
1988,1992,中西 弘一,0.20903010033444816
1988,1992,中里 博志,0.20903010033444816
1988,1992,井上 喬,0.21739130434782608
1988,1992,今村 利久,0.21070234113712374
1988,1992,伊藤 文雄,0.20903010033444816
1988,1992,佐川 浩昭,0.21070234113712374
1988,1992,佐藤 敦,0.20903010033444816
1988,1992,佐藤 正之,0.20903010033444816
1988,1992,内田 雅昭,0.20903010033444816
1988,1992,前中 幹興,0.22909698996655517
1988,1992,北野 一好,0.20903010033444816
1988,1992,原 昌道,0.24247491638795987
1988,1992,古井 和久,0.20903010033444816
1988,1992,吉澤 淑,0.21739130434782608
1988,1992,吉田 和司,0.20903010033444816
1988,1992,吹上 禎久,0.20903010033444816
1988,1992,土屋 秀紀,0.20903010033444816
1988,1992,大塚 謙一,0.21070234113712374
1988,1992,太田 一良,0.21070234113712374
1988,1992,家藤 幸治,0.20903010033444816
1988,1992,小西 康夫,0.22909698996655517
1988,1992,小野 美代子,0.20903010033444816
1988,1992,尾形 智夫,0.20903010033444816
1988,1992,岡田 光司,0.005016722408026756
1988,1992,岡田 早苗,0.21237458193979933
1988,1992,岩本 将稔,0.20903010033444816
1988,1992,岩野 君夫,0.23411371237458192
1988,1992,島津 武,0.20903010033444816
1988,1992,川合 菜穂美,0.20903010033444816
1988,1992,平田 勤,0.20903010033444816
1988,1992,新村 洋一,0.2140468227424749
1988,1992,曽根 秀隆,0.2157190635451505
1988,1992,木曾 邦明,0.20903010033444816
1988,1992,木村 與司雄,0.20903010033444816
1988,1992,村 清司,0.20903010033444816
1988,1992,松本 邦男,0.20903010033444816
1988,1992,柴田 正人,0.20903010033444816
1988,1992,栃倉 辰六郎,0.20903010033444816
1988,1992,椎木 敏,0.2157190635451505
1988,1992,榛葉 芳夫,0.20903010033444816
1988,1992,水品 圭司,0.21070234113712374
1988,1992,水津 哲義,0.20903010033444816
1988,1992,永井 英雄,0.20903010033444816
1988,1992,泉 禄郎,0.20903010033444816
1988,1992,津田 孝範,0.20903010033444816
1988,1992,浦野 直人,0.20903010033444816
1988,1992,清水 文夫,0.2157190635451505
1988,1992,清水 理通,0.21070234113712374
1988,1992,田中 裕之,0.2157190635451505
1988,1992,田原 孝嗣,0.20903010033444816
1988,1992,田島 和成,0.20903010033444816
1988,1992,白石 真奈美,0.21070234113712374
1988,1992,石井 降幸,0.20903010033444816
1988,1992,福田 清治,0.005016722408026756
1988,1992,能勢 晶,0.005016722408026756
1988,1992,舘 博,0.20903010033444816
1988,1992,若井 芳則,0.24414715719063546
1988,1992,西川 紀男,0.20903010033444816
1988,1992,西方 君恵,0.20903010033444816
1988,1992,西村 顕,0.2140468227424749
1988,1992,赤尾 綾子,0.20903010033444816
1988,1992,近藤 恭一,0.21237458193979933
1988,1992,那須 賢二,0.005016722408026756
1988,1992,野口 雅敏,0.20903010033444816
1988,1992,野本 秀正,0.2140468227424749
1988,1992,鍵本 佳孝,0.20903010033444816
1988,1992,鎌田 耕造,0.20903010033444816
1988,1992,長尾 敬一,0.20903010033444816
1988,1992,須藤 茂俊,0.015050167224080268
1988,1992,飯村 穰,0.20903010033444816
1988,1992,飯盛 直樹,0.008361204013377926
1988,1992,馬場 茂,0.21906354515050167
1988,1992,高尾 享司,0.20903010033444816
1988,1992,鴇田 恵子,0.20903010033444816
1988,1992,元吉 徹,0.008361204013377926
1988,1992,松下 寛,0.006688963210702341
1988,1992,植田 典子,0.006688963210702341
1988,1992,三浦 孝志,0.006688963210702341
1988,1992,杉本 多起哉,0.006688963210702341
1988,1992,鷲巣 幸夫,0.006688963210702341
1988,1992,三浦 宏純,0.008361204013377926
1988,1992,三輪 昭生,0.0033444816053511705
1988,1992,新国 佐幸,0.005016722408026756
1988,1992,上原 悌次郎,0.0016722408026755853
1988,1992,山村 みどり,0.0016722408026755853
1988,1992,上山 明代,0.0033444816053511705
1988,1992,後藤 京二,0.0033444816053511705
1988,1992,清水 保広,0.0033444816053511705
1988,1992,上田 護国,0.011705685618729096
1988,1992,伊藤 康,0.021739130434782608
1988,1992,斎藤 和夫,0.021739130434782608
1988,1992,斎藤 泰夫,0.013377926421404682
1988,1992,松丸 克己,0.008361204013377926
1988,1992,水野 昭博,0.023411371237458192
1988,1992,野村 佳司,0.008361204013377926
1988,1992,飯村 穣,0.020066889632107024
1988,1992,下條 寛和,0.008361204013377926
1988,1992,大場 俊輝,0.028428093645484948
1988,1992,橋本 憲治,0.008361204013377926
1988,1992,下田 雅彦,0.005016722408026756
1988,1992,大森 俊郎,0.005016722408026756
1988,1992,手島 菜奈子,0.005016722408026756
1988,1992,長野 壮一,0.005016722408026756
1988,1992,加藤 泉,0.010033444816053512
1988,1992,北村 秀文,0.008361204013377926
1988,1992,山崎 教和,0.011705685618729096
1988,1992,工藤 有通,0.008361204013377926
1988,1992,梁瀬 文弘,0.011705685618729096
1988,1992,田村 學造,0.016722408026755852
1988,1992,鈴木 修,0.008361204013377926
1988,1992,中原 民也,0.005016722408026756
1988,1992,久寿米木 一裕,0.005016722408026756
1988,1992,馬場 雅幸,0.005016722408026756
1988,1992,中台 忠信,0.0016722408026755853
1988,1992,橋場 弘長,0.0016722408026755853
1988,1992,中山 繁喜,0.011705685618729096
1988,1992,大森 勝雄,0.011705685618729096
1988,1992,山崎 恵,0.011705685618729096
1988,1992,広田 匡克,0.011705685618729096
1988,1992,斎藤 博之,0.011705685618729096
1988,1992,桜井 廣,0.011705685618729096
1988,1992,金野 範之,0.011705685618729096
1988,1992,飯野 久栄,0.011705685618729096
1988,1992,中島 美幸,0.010033444816053512
1988,1992,中嶋 則行,0.020066889632107024
1988,1992,佐野 英二,0.02508361204013378
1988,1992,小野 玄記,0.013377926421404682
1988,1992,岩田 博,0.020066889632107024
1988,1992,斎藤 富男,0.03177257525083612
1988,1992,梅田 紀彦,0.011705685618729096
1988,1992,池田 瑛,0.011705685618729096
1988,1992,泉 健,0.020066889632107024
1988,1992,熊谷 伸二,0.013377926421404682
1988,1992,熊谷 知栄子,0.026755852842809364
1988,1992,田中 利雄,0.011705685618729096
1988,1992,馬場 規子,0.013377926421404682
1988,1992,中川 優,0.005016722408026756
1988,1992,園田 頼和,0.016722408026755852
1988,1992,木田 建次,0.016722408026755852
1988,1992,西村 賢了,0.008361204013377926
1988,1992,中本 智,0.018394648829431436
1988,1992,中村 智美,0.023411371237458192
1988,1992,佐藤 養一,0.023411371237458192
1988,1992,利根 昭夫,0.023411371237458192
1988,1992,大橋 章子,0.023411371237458192
1988,1992,小槙 晴也,0.018394648829431436
1988,1992,松田 智彦,0.018394648829431436
1988,1992,米津 英司,0.023411371237458192
1988,1992,邑田 淳一,0.023411371237458192
1988,1992,中村 和夫,0.005016722408026756
1988,1992,天野 義文,0.005016722408026756
1988,1992,樋口 直美,0.005016722408026756
1988,1992,黒沢 尋,0.005016722408026756
1988,1992,中村 憲三,0.0016722408026755853
1988,1992,石神 靖裕,0.0016722408026755853
1988,1992,小槇 晴也,0.018394648829431436
1988,1992,柳内 敏靖,0.018394648829431436
1988,1992,清川 良文,0.020066889632107024
1988,1992,吉田 清,0.0033444816053511705
1988,1992,稲橋 正明,0.0033444816053511705
1988,1992,中村 重光,0.005016722408026756
1988,1992,土井 清太郎,0.016722408026755852
1988,1992,小川 通継,0.016722408026755852
1988,1992,山下 正朋,0.016722408026755852
1988,1992,村田 茂治,0.016722408026755852
1988,1992,河合 照光,0.016722408026755852
1988,1992,白上 公久,0.018394648829431436
1988,1992,西村 英喜,0.016722408026755852
1988,1992,中津 誠一郎,0.0033444816053511705
1988,1992,中田 久保,0.006688963210702341
1988,1992,手口 宏子,0.005016722408026756
1988,1992,松永 晶子,0.0033444816053511705
1988,1992,穂坂 賢,0.006688963210702341
1988,1992,識名 顕司,0.005016722408026756
1988,1992,中田 佳幸,0.006688963210702341
1988,1992,坂本 洋子,0.006688963210702341
1988,1992,大塚 晴美,0.006688963210702341
1988,1992,牛尾 公平,0.006688963210702341
1988,1992,赤澤 万知子,0.006688963210702341
1988,1992,中田 健美,0.011705685618729096
1988,1992,斎藤 久一,0.015050167224080268
1988,1992,渡辺 誠衛,0.011705685618729096
1988,1992,渡邉 誠衛,0.010033444816053512
1988,1992,田口 隆信,0.010033444816053512
1988,1992,高橋 仁,0.011705685618729096
1988,1992,中里 厚実,0.011705685618729096
1988,1992,今村 浩美,0.0033444816053511705
1988,1992,小泉 浩平,0.006688963210702341
1988,1992,斉藤 寿代,0.006688963210702341
1988,1992,田中 浩二,0.006688963210702341
1988,1992,竹田 正久,0.010033444816053512
1988,1992,門倉 利守,0.011705685618729096
1988,1992,高橋 勝治,0.006688963210702341
1988,1992,中野 敏夫,0.0016722408026755853
1988,1992,薄井 隆,0.0016722408026755853
1988,1992,丸山 新次,0.015050167224080268
1988,1992,宮城 剛,0.005016722408026756
1988,1992,小林 健,0.008361204013377926
1988,1992,弥永 俊次,0.008361204013377926
1988,1992,志垣 邦雄,0.008361204013377926
1988,1992,新里 修一,0.005016722408026756
1988,1992,神谷 昌宏,0.0016722408026755853
1988,1992,福田 央,0.008361204013377926
1988,1992,高江洲 朝清,0.005016722408026756
1988,1992,丹下 達也,0.005016722408026756
1988,1992,津田 達志,0.005016722408026756
1988,1992,金藏 満次,0.005016722408026756
1988,1992,宮崎 佳緒子,0.006688963210702341
1988,1992,山岡 洋,0.006688963210702341
1988,1992,佐久間 修三,0.0016722408026755853
1988,1992,山野 重幸,0.010033444816053512
1988,1992,田中 純一,0.010033444816053512
1988,1992,藤井 敏雄,0.010033444816053512
1988,1992,近藤 恵二,0.010033444816053512
1988,1992,井上 康裕,0.006688963210702341
1988,1992,井田 哲朗,0.005016722408026756
1988,1992,秋田 修,0.005016722408026756
1988,1992,木曽 邦明,0.005016722408026756
1988,1992,仲田 冨士男,0.005016722408026756
1988,1992,尾関 健二,0.011705685618729096
1988,1992,伊東 成起,0.005016722408026756
1988,1992,佐野 芳仁,0.006688963210702341
1988,1992,兎束 保之,0.006688963210702341
1988,1992,村松 俊輔,0.006688963210702341
1988,1992,宋 鋼,0.0033444816053511705
1988,1992,曹 小紅,0.0033444816053511705
1988,1992,小関 卓也,0.005016722408026756
1988,1992,忍頂寺 晃嗣,0.005016722408026756
1988,1992,緒方 洋一,0.006688963210702341
1988,1992,伊藤 欣哉,0.006688963210702341
1988,1992,和久 豊,0.006688963210702341
1988,1992,村井 總一郎,0.006688963210702341
1988,1992,神谷 直方,0.006688963210702341
1988,1992,竹内 良和,0.006688963210702341
1988,1992,原田 祥司,0.010033444816053512
1988,1992,吉田 肇,0.010033444816053512
1988,1992,宮野 信之,0.010033444816053512
1988,1992,小笠原 博信,0.006688963210702341
1988,1992,瀬頭 一平,0.010033444816053512
1988,1992,若林 邦宏,0.010033444816053512
1988,1992,蓮尾 徹夫,0.015050167224080268
1988,1992,飯塚 兼仁,0.006688963210702341
1988,1992,高橋 克文,0.006688963210702341
1988,1992,佐々原 浩幸,0.0016722408026755853
1988,1992,木村 功,0.0016722408026755853
1988,1992,佐々木 正興,0.0016722408026755853
1988,1992,森 修三,0.0016722408026755853
1988,1992,岩崎 喜一郎,0.005016722408026756
1988,1992,産本 弘之,0.015050167224080268
1988,1992,岩瀬 利徳,0.0016722408026755853
1988,1992,宮崎 伸一,0.0033444816053511705
1988,1992,佐藤 慎吾,0.010033444816053512
1988,1992,内海 信雄,0.010033444816053512
1988,1992,大久保 一良,0.013377926421404682
1988,1992,大友 一宏,0.010033444816053512
1988,1992,富田 雅弘,0.010033444816053512
1988,1992,山内 文男,0.010033444816053512
1988,1992,辻野 麻里子,0.010033444816053512
1988,1992,佐藤 昭一,0.0016722408026755853
1988,1992,柴田 茂,0.0016722408026755853
1988,1992,佐藤 正,0.005016722408026756
1988,1992,安平 仁美,0.006688963210702341
1988,1992,田口 武子,0.005016722408026756
1988,1992,関口 順一,0.005016722408026756
1988,1992,佐藤 誠吾,0.005016722408026756
1988,1992,向高 祐邦,0.005016722408026756
1988,1992,徳田 宏晴,0.005016722408026756
1988,1992,高橋 穣二,0.005016722408026756
1988,1992,佐藤 賢次,0.0033444816053511705
1988,1992,大西 正己,0.0033444816053511705
1988,1992,鳥井 和之,0.0033444816053511705
1988,1992,武田 与光,0.005016722408026756
1988,1992,福田 整,0.005016722408026756
1988,1992,内村 泰,0.011705685618729096
1988,1992,小原 直弘,0.005016722408026756
1988,1992,小島 陽一,0.0033444816053511705
1988,1992,小崎 道雄,0.011705685618729096
1988,1992,渡辺 堅二,0.005016722408026756
1988,1992,高木 重樹,0.005016722408026756
1988,1992,内田 一生,0.0033444816053511705
1988,1992,浦 哲二,0.0033444816053511705
1988,1992,稲森 和夫,0.0033444816053511705
1988,1992,境 淳,0.008361204013377926
1988,1992,長浜 源壮,0.008361204013377926
1988,1992,冨士縄 昭平,0.005016722408026756
1988,1992,荻野 敏,0.005016722408026756
1988,1992,冨部 忠篤,0.005016722408026756
1988,1992,姫野 国夫,0.008361204013377926
1988,1992,河野 勇人,0.006688963210702341
1988,1992,前川 季義,0.0016722408026755853
1988,1992,新家 龍,0.0016722408026755853
1988,1992,加藤 富民雄,0.0033444816053511705
1988,1992,村田 晃,0.0033444816053511705
1988,1992,西田 豊彦,0.0033444816053511705
1988,1992,南 広己,0.005016722408026756
1988,1992,池本 重明,0.005016722408026756
1988,1992,阪口 奉平,0.005016722408026756
1988,1992,高辻 渉,0.005016722408026756
1988,1992,東海林 秀隆,0.008361204013377926
1988,1992,松永 正秀,0.006688963210702341
1988,1992,江崎 俊介,0.008361204013377926
1988,1992,福田 賢一,0.006688963210702341
1988,1992,原山 文徳,0.0016722408026755853
1988,1992,宮田 章,0.006688963210702341
1988,1992,古川 彰久,0.005016722408026756
1988,1992,古川 恵司,0.005016722408026756
1988,1992,家村 芳次,0.005016722408026756
1988,1992,川崎 恒,0.005016722408026756
1988,1992,古谷野 朝昭,0.005016722408026756
1988,1992,湯田 定利,0.005016722408026756
1988,1992,各国税局鑑定官室,0.0016722408026755853
1988,1992,国税庁鑑定企画官室,0.0016722408026755853
1988,1992,各国税局間税部鑑定官室,0.0016722408026755853
1988,1992,国税庁間税部鑑定企画官室,0.0016722408026755853
1988,1992,吉川 茂利,0.008361204013377926
1988,1992,小栗 勇,0.008361204013377926
1988,1992,桑原 秀明,0.010033444816053512
1988,1992,蟻川 幸彦,0.010033444816053512
1988,1992,近藤 君夫,0.010033444816053512
1988,1992,曽我 浩,0.0033444816053511705
1988,1992,長戸 浩,0.005016722408026756
1988,1992,難波 康之祐,0.005016722408026756
1988,1992,大澤 実,0.008361204013377926
1988,1992,桑畑 修,0.008361204013377926
1988,1992,西釈 英章,0.008361204013377926
1988,1992,飯田 知彦,0.008361204013377926
1988,1992,君塚 敦,0.005016722408026756
1988,1992,園本 容子,0.005016722408026756
1988,1992,田布尾 尚子,0.005016722408026756
1988,1992,田邊 幾之助,0.005016722408026756
1988,1992,西薗 直生子,0.005016722408026756
1988,1992,塚田 定清,0.006688963210702341
1988,1992,大部 正明,0.006688963210702341
1988,1992,森村 茂,0.010033444816053512
1988,1992,生田 六也,0.006688963210702341
1988,1992,矢北 靖子,0.006688963210702341
1988,1992,種村 公平,0.006688963210702341
1988,1992,高峯 和則,0.006688963210702341
1988,1992,土佐 典照,0.005016722408026756
1988,1992,堀江 修二,0.005016722408026756
1988,1992,山崎 幸一,0.005016722408026756
1988,1992,杉中 克昭,0.005016722408026756
1988,1992,土屋 義信,0.005016722408026756
1988,1992,山本 道明,0.005016722408026756
1988,1992,手島 義春,0.005016722408026756
1988,1992,末成 和夫,0.005016722408026756
1988,1992,土肥 和夫,0.0016722408026755853
1988,1992,工藤 重光,0.0033444816053511705
1988,1992,打田 悌治,0.0033444816053511705
1988,1992,大内 弘造,0.0016722408026755853
1988,1992,小田 有二,0.0016722408026755853
1988,1992,轟木 康市,0.006688963210702341
1988,1992,高下 秀春,0.006688963210702341
1988,1992,柴崎 茂郎,0.0033444816053511705
1988,1992,大淵 和彦,0.006688963210702341
1988,1992,東田 優子,0.006688963210702341
1988,1992,大矢 晴彦,0.006688963210702341
1988,1992,天野 勉,0.006688963210702341
1988,1992,島田 和彦,0.006688963210702341
1988,1992,松本 幹治,0.006688963210702341
1988,1992,横倉 修一,0.006688963210702341
1988,1992,宇津 宏,0.008361204013377926
1988,1992,好井 久雄,0.005016722408026756
1988,1992,山本 泰,0.005016722408026756
1988,1992,東 和男,0.005016722408026756
1988,1992,青木 武夫,0.005016722408026756
1988,1992,東江 昭夫,0.005016722408026756
1988,1992,野崎 信行,0.0016722408026755853
1988,1992,斎藤 冨男,0.005016722408026756
1988,1992,桑原 健治,0.005016722408026756
1988,1992,宮崎 忠雄,0.006688963210702341
1988,1992,宮本 守,0.0016722408026755853
1988,1992,木原 高治,0.0016722408026755853
1988,1992,宮澤 文雄,0.0016722408026755853
1988,1992,川村 佳秀,0.0016722408026755853
1988,1992,日高 輝夫,0.005016722408026756
1988,1992,梅津 慶太,0.005016722408026756
1988,1992,小林 邦男,0.0033444816053511705
1988,1992,橋本 彦堯,0.0033444816053511705
1988,1992,飯塚 佳子,0.0033444816053511705
1988,1992,小澤 俊治,0.0016722408026755853
1988,1992,山本 忠行,0.005016722408026756
1988,1992,藤井 史子,0.006688963210702341
1988,1992,山下 浩一,0.0033444816053511705
1988,1992,山中 信介,0.0033444816053511705
1988,1992,松沢 一幸,0.0033444816053511705
1988,1992,山崎 豊彦,0.0033444816053511705
1988,1992,野々村 英夫,0.0033444816053511705
1988,1992,山川 祥秀,0.0016722408026755853
1988,1992,新井 徹三,0.0016722408026755853
1988,1992,山本 信城,0.008361204013377926
1988,1992,筒井 謙之,0.005016722408026756
1988,1992,山本 晉平,0.0016722408026755853
1988,1992,枝広 知新,0.0033444816053511705
1988,1992,山本 晋平,0.0016722408026755853
1988,1992,山田 喜代美,0.0016722408026755853
1988,1992,遠藤 和子,0.0016722408026755853
1988,1992,山田 秀明,0.0016722408026755853
1988,1992,清水 昌,0.0016722408026755853
1988,1992,山藤 馨,0.005016722408026756
1988,1992,林 健司,0.005016722408026756
1988,1992,池崎 秀和,0.005016722408026756
1988,1992,都甲 潔,0.005016722408026756
1988,1992,立花 忠則,0.006688963210702341
1988,1992,島津 善美,0.0016722408026755853
1988,1992,竹内 潔,0.0016722408026755853
1988,1992,川崎 徹,0.005016722408026756
1988,1992,沼倉 博人,0.005016722408026756
1988,1992,浜田 節男,0.005016722408026756
1988,1992,高橋 顕仁,0.005016722408026756
1988,1992,川村 吉也,0.005016722408026756
1988,1992,戸田 清,0.005016722408026756
1988,1992,朴 龍沫,0.005016722408026756
1988,1992,深谷 正裕,0.005016722408026756
1988,1992,梅原 康夫,0.006688963210702341
1988,1992,矢野 善嗣,0.008361204013377926
1988,1992,苅田 修一,0.006688963210702341
1988,1992,平松 幹雄,0.0033444816053511705
1988,1992,福田 典雄,0.0033444816053511705
1988,1992,篠原 隆,0.005016722408026756
1988,1992,星野 徹也,0.0033444816053511705
1988,1992,高島 邦夫,0.005016722408026756
1988,1992,鈴木 恵子,0.005016722408026756
1988,1992,斎藤 彰,0.0016722408026755853
1988,1992,松浦 誠司,0.0016722408026755853
1988,1992,石間 紀男,0.0016722408026755853
1988,1992,日野 明寛,0.0016722408026755853
1988,1992,高野 博幸,0.0016722408026755853
1988,1992,有富 和生,0.005016722408026756
1988,1992,柏木 享,0.005016722408026756
1988,1992,椎木 幹夫,0.005016722408026756
1988,1992,諸木 保彦,0.005016722408026756
1988,1992,有賀 正幸,0.0016722408026755853
1988,1992,須之内 龍夫,0.0016722408026755853
1988,1992,村尾 澤夫,0.0016722408026755853
1988,1992,荒井 基夫,0.0016722408026755853
1988,1992,村岡 尚紘,0.0016722408026755853
1988,1992,江原 勝夫,0.0016722408026755853
1988,1992,松井 康子,0.0016722408026755853
1988,1992,茂田井 円,0.0016722408026755853
1988,1992,柳田 顕郎,0.0033444816053511705
1988,1992,橋本 昭洋,0.0033444816053511705
1988,1992,黄木 信夫,0.0033444816053511705
1988,1992,渡辺 正澄,0.0016722408026755853
1988,1992,藤原 正雄,0.0016722408026755853
1988,1992,濱田 孝司,0.0016722408026755853
1988,1992,茂田井 宏,0.0016722408026755853
1988,1992,立松 朗,0.0016722408026755853
1988,1992,芳水酒造,0.0016722408026755853
1993,1997,Aline LONVAUD-FUNEL,0.003992015968063872
1993,1997,Annick JOYEUX,0.003992015968063872
1993,1997,後藤(山本) 奈美,0.0279441117764471
1993,1997,ベルベリッヒ トーマス,0.001996007984031936
1993,1997,草野 友延,0.001996007984031936
1993,1997,三上 重明,0.00998003992015968
1993,1997,中谷 俊多美,0.00998003992015968
1993,1997,岡部 正人,0.00998003992015968
1993,1997,岩野 君夫,0.03393213572854291
1993,1997,桜田 博克,0.00998003992015968
1993,1997,清水 弘人,0.00998003992015968
1993,1997,三上 隆司,0.00998003992015968
1993,1997,三田村 博敏,0.00998003992015968
1993,1997,土屋 義信,0.011976047904191616
